Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2009,NBA,2,42,Patrick Beverley (↳MIA),Arkansas,666,17689,5520,2729,2245,.413,.371,.760,26.6,8.3,4.1,3.4,40.2,.109,0.7,12.1
2008,NBA,2,58,Joe Crawford,Kentucky,2,23,9,4,1,.300,.250,1.000,11.5,4.5,2.0,0.5,0.0,.037,-2.7,0.0
2007,NBA,1,19,Javaris Crittenton,Georgia Tech,113,1853,595,276,201,.442,.231,.638,16.4,5.3,2.4,1.8,0.1,.002,-4.2,-1.0
2007,NBA,2,40,Sun Yue,,10,28,6,0,2,.273,.000,,2.8,0.6,0.0,0.2,-0.1,-0.226,-19.4,-0.1
2007,NBA,2,48,Marc Gasol,,891,28719,12514,6604,2996,.481,.360,.776,32.2,14.0,7.4,3.4,85.3,.143,3.1,36.5
2006,NBA,1,26,Jordan Farmar,UCLA,504,9840,3888,958,1453,.423,.374,.739,19.5,7.7,1.9,2.9,13.9,.068,-0.5,3.7
2006,NBA,2,51,Cheikh Samb (↳DET),,22,114,22,31,1,.250,.000,.444,5.2,1.0,1.4,0.0,-0.1,-0.056,-9.1,-0.2
2005,NBA,1,10,Andrew Bynum,,418,10690,4822,3221,490,.556,.111,.690,25.6,11.5,7.7,1.2,37.4,.168,1.4,9.1
2005,NBA,2,37,Ronny Turiaf,Gonzaga,473,8020,2209,1757,618,.533,.000,.636,17.0,4.7,3.7,1.3,19.2,.115,0.3,4.7
2005,NBA,2,39,Von Wafer,Florida State,200,2475,1054,234,146,.420,.325,.751,12.4,5.3,1.2,0.7,3.3,.064,-1.8,0.1
2004,NBA,1,27,Sasha Vujačić,,581,8908,3094,1093,748,.390,.367,.858,15.3,5.3,1.9,1.3,16.0,.086,-1.0,2.3
2003,NBA,1,24,Brian Cook,Illinois,421,5649,2312,1115,252,.439,.382,.783,13.4,5.5,2.6,0.6,10.2,.086,-1.6,0.5
2003,NBA,2,32,Luke Walton,Arizona,564,9685,2649,1588,1317,.429,.326,.715,17.2,4.7,2.8,2.3,13.5,.067,-1.0,2.5
2002,NBA,1,27,Chris Jefferies (↳TOR),Fresno State,72,861,281,88,29,.383,.365,.667,12.0,3.9,1.2,0.4,-0.5,-0.030,-5.5,-0.8
2000,NBA,1,29,Mark Madsen,Stanford,453,5335,975,1157,181,.457,.063,.527,11.8,2.2,2.6,0.4,8.2,.074,-4.1,-2.9
1999,NBA,1,23,Devean George,Augsburg College,630,11682,3536,1975,543,.392,.343,.721,18.5,5.6,3.1,0.9,18.2,.075,-1.5,1.4
1999,NBA,2,30,John Celestand,Villanova,16,185,37,11,20,.333,.222,.833,11.6,2.3,0.7,1.3,-0.1,-0.038,-7.6,-0.3
1998,NBA,1,26,Sam Jacobson,Minnesota,68,752,283,80,36,.511,.360,.739,11.1,4.2,1.2,0.5,1.1,.071,-3.9,-0.4
1998,NBA,2,31,Ruben Patterson,Cincinnati,649,15955,6953,2697,1150,.517,.179,.641,24.6,10.7,4.2,1.8,35.1,.106,0.7,10.8
1998,NBA,2,45,Toby Bailey,UCLA,73,698,241,126,43,.407,.200,.692,9.6,3.3,1.7,0.6,1.0,.072,-3.5,-0.3
1997,NBA,2,52,DeJuan Wheat,Louisville,80,740,265,56,127,.383,.390,.700,9.3,3.3,0.7,1.6,0.5,.034,-1.9,0.0
1996,NBA,1,24,Derek Fisher,Little Rock,1287,32719,10713,2658,3804,.399,.374,.817,25.4,8.3,2.1,3.0,62.3,.091,-0.9,8.9
1995,NBA,2,37,Frankie King,Western Carolina University,13,79,27,16,7,.357,.333,.750,6.1,2.1,1.2,0.5,0.0,.025,-4.7,-0.1
1994,NBA,1,10,Eddie Jones,Temple,954,32778,14155,3857,2812,.437,.373,.809,34.4,14.8,4.0,2.9,100.6,.147,3.1,42.3
1993,NBA,1,12,George Lynch,UNC,774,17683,5109,3902,1121,.446,.306,.652,22.8,6.6,5.0,1.4,32.3,.088,-0.4,7.3
1993,NBA,2,37,Nick Van Exel,Cincinnati,880,28969,12658,2545,5777,.405,.357,.794,32.9,14.4,2.9,6.6,55.9,.093,0.4,17.7
1992,NBA,1,15,Anthony Peeler,Missouri,827,20464,8017,2136,1956,.427,.384,.799,24.7,9.7,2.6,2.4,30.7,.072,-0.7,6.6
1992,NBA,2,36,Duane Cooper,USC,88,781,204,59,178,.402,.216,.720,8.9,2.3,0.7,2.0,-0.5,-0.032,-6.1,-0.8
1990,NBA,1,27,Elden Campbell,Clemson,1044,25776,10805,6116,1199,.460,.054,.699,24.7,10.3,5.9,1.1,62.8,.117,-0.5,9.5
1990,NBA,2,51,Tony Smith,Marquette,457,7295,2504,735,881,.431,.307,.690,16.0,5.5,1.6,1.9,6.7,.044,-2.0,0.0
1989,NBA,1,26,Vlade Divac,,1134,33838,13398,9326,3541,.495,.235,.692,29.8,11.8,8.2,3.1,96.4,.137,2.3,36.3
